Batch_ID,Product,Stage,Start_Time_Min,End_Time_Min,Duration_Min
Булочка для гамбургера большой с кунжутом_batch_6,Булочка для гамбургера большой с кунжутом,Смешивание,597,607,10
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Комбинирование,597,618,21
Семейный_batch_3,Семейный,Остывание,597,657,60
Булочка для гамбургера большой с кунжутом_batch_1,Булочка для гамбургера большой с кунжутом,Выпекание,599,621,22
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Выпекание,601,623,22
Булочка для гамбургера большой с кунжутом_batch_5,Булочка для гамбургера большой с кунжутом,Формовка,605,616,11
Булочка для гамбургера большой с кунжутом_batch_6,Булочка для гамбургера большой с кунжутом,Формовка,607,618,11
Булочка для гамбургера большой с кунжутом_batch_5,Булочка для гамбургера большой с кунжутом,Расстойка,616,641,25
Булочка для гамбургера большой с кунжутом_batch_7,Булочка для гамбургера большой с кунжутом,Смешивание,616,626,10
Булочка для гамбургера большой с кунжутом_batch_9,Булочка для гамбургера большой с кунжутом,Комбинирование,616,637,21
Булочка для гамбургера большой с кунжутом_batch_10,Булочка для гамбургера большой с кунжутом,Комбинирование,618,639,21
Булочка для гамбургера большой с кунжутом_batch_6,Булочка для гамбургера большой с кунжутом,Расстойка,618,643,25
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Смешивание,618,628,10
Булочка для гамбургера большой с кунжутом_batch_3,Булочка для гамбургера большой с кунжутом,Выпекание,620,642,22
Булочка для гамбургера большой с кунжутом_batch_1,Булочка для гамбургера большой с кунжутом,Остывание,621,666,45
Булочка для гамбургера большой с кунжутом_batch_4,Булочка для гамбургера большой с кунжутом,Выпекание,622,644,22
Булочка для гамбургера большой с кунжутом_batch_2,Булочка для гамбургера большой с кунжутом,Остывание,623,668,45
Булочка для гамбургера большой с кунжутом_batch_7,Булочка для гамбургера большой с кунжутом,Формовка,626,637,11
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Формовка,628,639,11
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Комбинирование,637,658,21
Булочка для гамбургера большой с кунжутом_batch_7,Булочка для гамбургера большой с кунжутом,Расстойка,637,662,25
Булочка для гамбургера большой с кунжутом_batch_9,Булочка для гамбургера большой с кунжутом,Смешивание,637,647,10
Булочка для гамбургера большой с кунжутом_batch_10,Булочка для гамбургера большой с кунжутом,Смешивание,639,649,10
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Комбинирование,639,660,21
Булочка для гамбургера большой с кунжутом_batch_8,Булочка для гамбургера большой с кунжутом,Расстойка,639,664,25
Булочка для гамбургера большой с кунжутом_batch_5,Булочка для гамбургера большой с кунжутом,Выпекание,641,663,22
Булочка для гамбургера большой с кунжутом_batch_3,Булочка для гамбургера большой с кунжутом,Остывание,642,687,45
Булочка для гамбургера большой с кунжутом_batch_6,Булочка для гамбургера большой с кунжутом,Выпекание,643,665,22
Булочка для гамбургера большой с кунжутом_batch_4,Булочка для гамбургера большой с кунжутом,Остывание,644,689,45
Булочка для гамбургера большой с кунжутом_batch_9,Булочка для гамбургера большой с кунжутом,Формовка,647,658,11
Булочка для гамбургера большой с кунжутом_batch_10,Булочка для гамбургера большой с кунжутом,Формовка,649,660,11
Булочка для гамбургера большой с кунжутом_batch_11,Булочка для гамбургера большой с кунжутом,Смешивание,658,668,10
Булочка для гамбургера большой с кунжутом_batch_13,Булочка для гамбургера большой с кунжутом,Комбинирование,658,679,21
Булочка для гамбургера большой с кунжутом_batch_9,Булочка для гамбургера большой с кунжутом,Расстойка,658,683,25
Булочка для гамбургера большой с кунжутом_batch_10,Булочка для гамбургера большой с кунжутом,Расстойка,660,685,25
Булочка для гамбургера большой с кунжутом_batch_12,Булочка для гамбургера большой с кунжутом,Смешивание,660,670,10
Булочка для гамбургера большой с кунжутом_batch_14,Булочка для гамбургера большой с кунжутом,Комбинирование,660,681,21
Булочка для гамбургера большой с кунжутом_batch_7,Булочка для гамбургера большой с кунжутом,Выпекание,662,684,22
